"STATION","NAME","DATE","AWND","PRCP","TAVG","WESD","WT01","WT02","WT03","WT04","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21"
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-13","2.91","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-14","6.26","0.00",,,"    1",,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-15","6.71","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-16","3.80","0.04",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-17","2.46","0.00",,,"    1","    1",,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-18","3.13","0.00",,,"    1",,,,,,,,,,"    1",,,,"    1"
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-19","4.70","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-20","4.92","0.00",,,"    1","    1",,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-21","7.61","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-22","8.05","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-23","9.62","0.00",,,"    1","    1",,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-24","4.47","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-25","8.50","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-26","2.46","0.12",,,"    1",,,,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-27","3.58","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-02-28","8.95","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-01","12.75","0.37",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-02","11.63","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-03","7.16","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-04","8.72","0.04",,,"    1",,,,,,,,,,"    1","    1","    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-05","7.38","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-06","10.29","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-07","7.83","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-08","6.71","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-09","9.62","0.27",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-10","7.38","0.31",,,"    1",,,,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-11","6.26","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-12","3.36","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-13","3.58","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-14","3.58","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-15","5.14","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-16","5.14","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-17","6.26","0.00",,,"    1","    1",,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-18","3.80","0.00",,,"    1","    1",,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-19","4.47","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-20","9.40","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-21","5.82","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-22","4.92","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-23","8.95","0.00",,,"    1","    1",,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-24","13.65","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-25","5.37","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-26","2.91","0.00",,,"    1",,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-27","7.16","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-28","6.71","0.85",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-29","6.26","0.01",,,"    1",,,,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-30","7.61","0.56",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-03-31","8.72","3.14",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-01","8.72","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-02","6.71","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-03","5.82","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-04","6.71","0.00",,,"    1",,,,,,,,,,"    1",,,,"    1"
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-05","9.84","0.44",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-06","5.37","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-07","3.80","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-08","4.92","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-09","4.25","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-10","4.25","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-11","4.03","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-12","7.38","0.02",,,"    1",,,,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-13","3.80","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-14","5.37","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-15","6.04","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-16","11.18","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-17","7.83","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-18","3.80","0.00",,,"    1",,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-19","5.82","0.00",,,"    1",,"    1",,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-20","5.59","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-21","2.91","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-22","4.70","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-23","4.92","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-24","5.59","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-25","5.14","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-26","6.04","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-27","8.28","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-28","8.50","0.00",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-29","8.72","0.00",,,,,,,,,"    1",,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-04-30","5.82","0.00",,,"    1",,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-01","6.93","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-02","7.38","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-03","6.49","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-04","10.51","0.00",,,,,,,,,"    1",,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-05","11.41","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-06","6.26","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-07","7.16","0.00",,,"    1",,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-08","4.03","0.00",,,"    1",,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-09","5.37","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-10","4.70","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-11","8.05","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-12","5.59","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-13","5.82","0.03",,,,,"    1",,,,"    1",,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-14","6.71","0.61",,,"    1",,"    1",,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-15","10.74","0.01",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-16","8.95","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-17","8.50","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-18","4.25","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-19","4.92","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-20","3.80","0.00",,,"    1","    1",,,,,,,,,"    1",,,,"    1"
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-21","5.14","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-22","4.92","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-23","6.04","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-24","4.25","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-25","4.47","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-26","5.37","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-27","4.47","0.00",,,,,"    1",,,,,,,,,"    1","    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-28","4.92","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-29","6.49","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-30","8.05","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-05-31","6.71","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-01","5.14","0.35",,,"    1",,"    1",,,,"    1",,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-02","4.70","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-03","4.25","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-04","4.70","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-05","3.80","0.00",,,"    1",,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-06","4.47","0.00",,,,,"    1",,,,"    1",,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-07","7.38","0.00",,,,,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-08","7.16","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-09","5.82","0.00",,,"    1",,,,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-10","5.37","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-11","5.37","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-12","4.92","0.00",,,,,"    1",,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-13","6.71","0.00",,,"    1",,,,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-14","9.17","0.08",,,"    1",,"    1",,,,"    1",,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-15","5.37","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-16","7.61","0.12",,,"    1",,"    1",,,,"    1",,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-17","3.80","1.89",,,"    1","    1","    1",,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-18","6.04","2.43",,,"    1","    1","    1",,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-19","6.49","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-20","5.59","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-21","3.80","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-22","6.04","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-23","7.16","1.02",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-24","3.80","2.60",,,"    1","    1","    1",,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-25","4.03","0.12",,,"    1",,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-26","4.92","0.59",,,"    1",,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-27","3.80","0.12",,,"    1",,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-28","3.36","0.03",,,"    1",,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-29","4.47","1.92",,,"    1","    1","    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-06-30","4.70","1.02",,,"    1","    1","    1",,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-01","3.80","0.00",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-02","6.26","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-03","4.03","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-04","4.03","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-05","4.25","0.00",,,"    1",,,,,,"    1",,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-06","5.37","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-07","2.68","0.63",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-08","8.50","0.15",,,"    1",,,,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-09","4.92","0.00",,,,,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-10","2.46","1.16",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-11","2.91","0.04",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-12","4.25","0.79",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-13","6.04","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-14","5.37","0.00",,,,,"    1",,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-15","3.36","0.26",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-16","4.47","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-17","10.51","0.01",,,"    1",,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-18","10.51","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-19","3.36","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-20","4.03","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-21","4.92","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-22","4.92","0.06",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-23","3.80","0.00",,,,,"    1",,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-24","3.58","0.01",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-25","4.25","0.00",,,,,"    1",,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-26","4.70","0.00",,,,,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-27","4.25","0.04",,,"    1",,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-28","4.25","0.00",,,,,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-29","3.80","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-30","3.80","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-07-31","6.26","0.00",,,,,"    1",,,,"    1",,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-01","4.70","1.84",,,"    1",,"    1",,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-02","3.13","1.06",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-03","2.91","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-04","3.58","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-05","4.70","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-06","2.91","0.00",,,,,,,,,,,,,,,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-07","5.14","0.19",,,,,"    1",,,,"    1",,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-08","7.61","0.00",,,,,"    1",,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-09","6.49","0.69",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-10","8.05","0.00",,,,,,,,,,,,,,,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-11","6.04","0.00",,,"    1",,,,,,,,,,"    1",,,,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-12","3.80","0.02",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-13","3.13","0.61",,,"    1",,"    1",,,,"    1",,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-14","4.92","0.00",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
"USW00012834","DAYTONA BEACH INTERNATIONAL AIRPORT, FL US","2011-08-15","6.49","0.00",,,"    1",,"    1",,,,,,,,"    1",,"    1",,
